name,hp,attack,defense,sp_attack,sp_defense,speed,generation,rarity,is_legendary,set_name,price_usd,type
Slowpoke,54,25,19,33,68,67,8,Common,False,Obsidian Flames,0.32,Psychic
Raticate V,78,87,77,78,61,79,1,Rare Holo,True,Gym Heroes,14.5,Normal
Talonflame,69,59,36,27,49,34,2,Common,False,Legendary Collection,0.25,Fire
Marill,149,109,96,117,81,115,4,Rare Holo EX,False,Diamond & Pearl,44.66,Water
Alolan Sandshrew,78,51,47,58,62,57,3,Uncommon,False,EX FireRed & LeafGreen,0.24,Ice
Zebstrika,40,44,44,32,37,30,3,Common,False,EX Emerald,0.35,Electric
Wigglytuff,113,47,46,61,95,88,1,Rare,False,Gym Challenge,1.91,Fairy
Cyndaquil,30,52,37,40,55,52,7,Common,False,Sword & Shield,0.33,Fire
Mudkip EX,30,65,50,76,38,66,8,Common,True,Paradox Rift,1.49,Water
Zubat,32,41,51,46,45,46,5,Common,False,Primal Clash,0.18,Flying
Serperior,196,106,112,101,121,87,1,Rare Ultra,True,Gym Challenge,363.0,Grass
Bisharp,75,77,72,111,59,89,3,Rare Holo,False,Team Magma vs Team Aqua,3.42,Steel
Snivy,92,61,60,82,100,83,6,Rare Holo,False,Crimson Invasion,5.28,Grass
Dratini GX,46,41,74,49,61,47,4,Common,True,Majestic Dawn,0.44,Dragon
Porygon,36,43,56,43,49,59,3,Common,False,Sandstorm,0.28,Normal
Mienfoo,36,32,51,56,37,64,2,Common,False,Legendary Collection,0.18,Fighting
Tyrogue,36,44,67,61,20,56,2,Common,False,Skyridge,0.23,Fighting
Exeggutor,94,41,60,46,80,70,3,Uncommon,False,Dragon,0.79,Psychic
Latias,46,40,73,59,53,54,1,Common,False,Base Set 2,0.34,Dragon
Poochyena,30,38,55,42,73,45,8,Common,False,Paldea Evolved,0.23,Dark
Litwick,61,34,68,48,56,49,1,Common,False,Team Rocket,0.15,Ghost
Wingull,94,81,64,64,46,87,7,Rare,False,Rebel Clash,1.91,Water
Alolan Sandslash,76,59,64,55,57,70,5,Rare,False,Primal Clash,1.66,Ice
Lucario,141,88,102,92,45,75,4,Rare Holo,False,Great Encounters,4.94,Fighting
Shellos,50,32,46,45,41,52,8,Common,False,Obsidian Flames,0.13,Water
Magnemite,32,58,49,26,39,37,2,Common,False,Neo Destiny,0.15,Electric
Frillish V,57,11,31,61,71,44,2,Common,True,Skyridge,0.22,Ghost
Oddish,51,51,57,67,56,63,2,Uncommon,False,Aquapolis,0.34,Grass
Marshtomp,62,39,22,60,24,48,2,Common,False,Skyridge,0.33,Water
Tyranitar,30,34,72,35,49,55,7,Common,False,Darkness Ablaze,0.29,Dark
Croagunk,100,54,56,46,62,81,6,Rare,False,Guardians Rising,0.81,Poison
Cloyster,63,31,43,71,60,54,5,Uncommon,False,XY Base,0.87,Ice
Seedot GX,40,39,33,47,61,58,3,Common,True,Ruby & Sapphire,0.51,Grass
Ponyta,80,89,51,46,56,49,8,Rare,False,Paldea Evolved,2.23,Fire
Nuzleaf,59,33,40,51,64,44,6,Common,False,Burning Shadows,0.19,Grass
Mewtwo,55,41,33,53,75,41,3,Common,False,EX Emerald,0.16,Psychic
Slugma,72,87,49,24,85,79,5,Rare,False,Ancient Origins,1.85,Fire
Regidrago,52,51,83,62,64,65,9,Uncommon,False,Twilight Masquerade,0.61,Dragon
Corsola,36,40,27,49,42,57,2,Common,False,Aquapolis,0.2,Water
Nuzleaf V,53,52,64,60,72,55,7,Uncommon,True,Vivid Voltage,3.02,Dark
Tapu Koko,90,51,46,58,67,66,7,Uncommon,False,Battle Styles,0.79,Fairy
Emboar,89,103,46,62,69,67,8,Rare Holo,False,Paldean Fates,3.86,Fire
Bergmite,60,45,68,60,41,71,7,Common,False,Vivid Voltage,0.12,Ice
Timburr,189,97,133,122,76,97,4,Rare Holo GX,True,Majestic Dawn,23.31,Fighting
Pidgeotto EX,82,68,74,52,56,65,8,Rare,True,Paldean Fates,4.11,Normal
Bulbasaur,48,61,40,48,58,43,6,Common,False,Forbidden Light,0.32,Grass
Ursaring,64,54,54,67,62,61,6,Uncommon,False,Forbidden Light,0.73,Normal
Persian,175,94,83,78,110,92,3,Rare Holo GX,True,Dragon,62.84,Normal
Victreebel,41,31,50,57,43,39,3,Common,True,Dragon,0.3,Grass
Baltoy,100,75,104,88,46,53,6,Rare,False,Guardians Rising,1.74,Ground
Duraludon,34,46,57,77,63,68,5,Common,False,Roaring Skies,0.62,Steel
Gardevoir,69,31,60,38,72,64,8,Uncommon,False,Paldea Evolved,0.17,Psychic
Spiritomb,73,43,72,54,92,68,6,Rare,False,Sun & Moon,1.8,Ghost
Natu,53,26,51,28,68,66,1,Common,False,Gym Heroes,0.37,Psychic
Floatzel V,91,84,56,83,60,89,1,Rare Holo,True,Neo Discovery,4.64,Water
Ludicolo,82,71,71,81,45,62,8,Rare,False,Obsidian Flames,2.21,Water
Quilladin,65,43,61,54,58,49,4,Common,False,Great Encounters,0.33,Grass
Servine,47,29,44,51,44,46,7,Common,False,Vivid Voltage,0.18,Grass
Tauros,61,57,46,58,33,41,9,Common,False,Twilight Masquerade,0.32,Normal
Luxio,51,41,64,39,35,50,3,Common,False,Dragon,0.24,Electric
Ivysaur,83,57,47,67,75,37,9,Uncommon,False,Shrouded Fable,0.51,Grass
Meganium,157,71,104,102,102,91,1,Rare Holo EX,True,Gym Challenge,69.82,Grass
Graveler,58,52,58,55,41,49,4,Common,False,Great Encounters,0.78,Ground
Raichu,62,27,69,30,43,34,4,Common,False,Great Encounters,0.33,Electric
Murkrow,88,55,64,39,76,41,3,Uncommon,False,EX Emerald,0.68,Dark
Silcoon,46,24,53,58,30,50,1,Common,False,Team Rocket,0.14,Bug
Magnemite,90,72,65,99,55,78,4,Rare,False,Majestic Dawn,2.18,Steel
Gourgeist,66,26,58,33,73,61,8,Uncommon,False,151,0.25,Ghost
Igglybuff,67,46,23,65,63,48,1,Common,False,Jungle,0.41,Fairy
Wailord,67,73,79,73,42,80,1,Rare,False,Base Set 2,4.59,Water
Tentacruel,44,42,56,48,47,70,1,Common,False,Base Set 2,0.32,Water
Togepi,30,35,14,34,69,67,1,Common,False,Base Set,0.7,Fairy
Meditite,55,45,32,38,72,56,4,Common,False,Majestic Dawn,0.25,Psychic
Cresselia,57,36,41,39,68,69,6,Common,False,Guardians Rising,0.38,Psychic
Victreebel V,65,55,49,50,50,32,2,Common,True,Skyridge,0.36,Grass
Charmeleon,56,61,36,42,45,44,2,Common,False,Neo Destiny,0.93,Fire
Drifblim,68,47,36,45,66,50,3,Common,False,Team Magma vs Team Aqua,0.24,Ghost
Riolu,30,53,61,50,39,46,3,Common,False,Team Magma vs Team Aqua,0.34,Fighting
Yanma,37,31,67,46,29,52,9,Common,False,Twilight Masquerade,0.21,Bug
Pelipper,91,53,86,50,82,57,2,Rare Holo,False,Skyridge,8.57,Flying
Furret,88,32,50,58,58,68,3,Rare,False,Sandstorm,1.74,Normal
Feraligatr,110,84,86,95,43,72,5,Rare Holo,False,Phantom Forces,6.82,Water
Swinub,104,80,77,74,63,57,1,Rare,False,Neo Genesis,1.57,Ground
Corsola,62,57,22,70,44,50,1,Uncommon,False,Neo Genesis,0.37,Water
Croagunk,44,46,69,59,35,34,1,Common,False,Team Rocket,0.15,Fighting
Pansage,108,36,67,63,88,69,7,Rare,False,Chilling Reign,1.08,Grass
Grumpig EX,58,47,33,52,86,68,3,Common,True,Sandstorm,0.43,Psychic
Squirtle,105,91,70,89,64,85,3,Rare Holo,False,Dragon,6.18,Water
Luxray,54,72,46,28,36,38,1,Common,False,Neo Discovery,0.52,Electric
Pangoro,91,67,93,81,43,68,2,Rare,False,Expedition,1.76,Fighting
Donphan,48,58,70,58,30,60,4,Common,False,Diamond & Pearl,0.4,Ground
Pineco,76,46,81,60,44,54,8,Rare,False,Paradox Rift,2.52,Bug
Victini,38,66,59,33,49,42,2,Common,True,Neo Destiny,0.18,Fire
Incineroar,58,61,32,45,46,45,1,Common,False,Neo Discovery,0.25,Fire
Combusken,43,59,37,52,41,53,8,Common,False,Paldean Fates,0.33,Fire
Riolu,78,73,97,70,45,67,6,Rare,False,Forbidden Light,1.45,Fighting
Shinx,57,40,67,10,46,30,2,Common,False,Aquapolis,0.29,Electric
Machoke,70,61,64,78,49,52,1,Uncommon,False,Gym Heroes,0.2,Fighting
Litwick,48,35,55,47,79,49,7,Uncommon,False,Battle Styles,0.38,Ghost
Mightyena,43,57,47,42,44,55,4,Common,False,Diamond & Pearl,0.29,Dark
Ponyta,114,106,76,48,89,63,3,Rare Holo,False,Sandstorm,6.16,Fire
Zekrom,133,72,65,58,79,49,1,Rare Holo,False,Base Set 2,10.15,Electric
Bisharp,70,73,54,86,40,65,5,Uncommon,False,Primal Clash,0.26,Steel
Gothitelle,63,47,48,55,87,73,5,Uncommon,False,Primal Clash,0.34,Psychic
Rotom,198,93,143,82,98,90,1,Rare Holo GX,True,Base Set,80.38,Electric
Granbull,45,27,26,45,46,70,4,Common,False,Great Encounters,0.27,Fairy
Dedenne,57,38,55,21,56,38,5,Common,False,Flashfire,0.36,Electric
Klefki V,47,42,14,63,54,76,6,Common,True,Crimson Invasion,0.62,Fairy
Lotad,78,72,43,56,52,80,1,Uncommon,False,Gym Challenge,0.55,Water
Dodrio,55,66,45,33,42,46,4,Common,False,Majestic Dawn,0.48,Normal
Machoke,108,90,99,100,45,72,6,Rare Holo,False,Forbidden Light,2.9,Fighting
Wigglytuff,65,70,46,60,68,70,1,Rare,False,Fossil,2.37,Normal
Growlithe,116,99,72,52,68,42,5,Rare,False,XY Base,1.02,Fire
Crabominable,42,47,92,62,30,42,1,Common,False,Neo Discovery,0.22,Fighting
Ralts,91,48,34,69,104,78,3,Rare Holo,False,Sandstorm,10.99,Psychic
Dialga,90,66,76,46,72,43,8,Uncommon,False,Paradox Rift,0.64,Dragon
Reshiram,67,60,48,46,72,59,2,Common,False,Aquapolis,0.21,Dragon
Shiftry,102,66,73,72,93,61,7,Rare Holo,False,Rebel Clash,5.02,Grass
Dragonair,73,50,69,57,64,59,6,Uncommon,False,Ultra Prism,0.85,Dragon
Feraligatr,53,56,29,64,52,56,4,Common,False,Legends Awakened,0.15,Water
Elekid,217,87,125,81,114,108,2,Rare Ultra,True,Skyridge,148.94,Electric
Farfetchd,30,74,58,28,44,41,3,Common,False,Dragon,0.21,Normal
Dratini,50,50,51,43,58,40,3,Common,False,Ruby & Sapphire,0.16,Dragon
Elekid V,80,34,67,44,46,47,6,Uncommon,True,Ultra Prism,1.82,Electric
Lanturn,55,33,48,39,53,42,5,Common,False,Ancient Origins,0.19,Electric
Espeon,32,45,27,42,75,63,6,Common,False,Ultra Prism,0.19,Psychic
Xatu,30,29,24,51,71,70,1,Common,False,Base Set 2,0.23,Psychic
Victini,87,28,38,68,95,69,8,Rare,True,Paradox Rift,3.02,Psychic
Girafarig,95,61,37,79,110,81,1,Rare Holo,False,Jungle,5.42,Psychic
Beedrill,79,26,43,52,39,45,2,Common,False,Skyridge,0.91,Bug
Tropius,72,58,44,35,32,57,1,Uncommon,False,Gym Challenge,1.0,Flying
Ninjask,58,32,69,51,36,68,3,Uncommon,False,Dragon,0.56,Bug
Treecko,55,54,59,64,71,64,6,Uncommon,False,Forbidden Light,0.42,Grass
Latias EX,30,38,30,54,76,65,5,Common,True,Furious Fists,0.73,Psychic
Donphan,52,56,71,74,47,52,4,Rare,False,Legends Awakened,0.55,Ground
Suicune,40,49,29,56,32,44,4,Common,False,Great Encounters,0.32,Water
Machamp,82,46,78,75,34,27,7,Common,False,Chilling Reign,0.26,Fighting
Gloom,30,22,34,53,33,43,5,Common,False,Phantom Forces,0.63,Grass
Klang V,52,56,50,74,63,76,4,Uncommon,True,Great Encounters,1.66,Steel
Ninjask,111,43,73,57,68,74,1,Rare,False,Gym Challenge,3.1,Bug
Deoxys,69,26,50,50,58,71,2,Uncommon,False,Legendary Collection,0.46,Psychic
Nidorina V,94,62,53,62,48,55,3,Rare,True,Dragon,4.35,Poison
Mimikyu,74,80,34,78,75,99,2,Rare Holo,False,Skyridge,3.73,Fairy
Vikavolt,86,60,90,32,48,65,8,Rare,True,Obsidian Flames,3.28,Electric
Regice,34,37,53,61,57,46,4,Common,False,Mysterious Treasures,0.39,Ice
Mienshao,36,51,56,43,22,36,1,Common,False,Fossil,0.35,Fighting
Furret,107,72,82,96,70,67,8,Rare Holo,False,151,14.44,Normal
Gourgeist,34,23,40,27,56,43,3,Common,False,EX Emerald,0.19,Ghost
Ludicolo,75,53,64,67,46,88,3,Uncommon,False,Team Magma vs Team Aqua,0.36,Water
Zoroark,84,70,70,60,72,73,5,Rare,False,Flashfire,1.34,Dark
Abomasnow,66,44,36,47,51,47,2,Common,False,Neo Destiny,0.17,Grass
Beautifly EX,80,43,76,53,64,59,8,Rare,True,Paldea Evolved,3.13,Bug
Spiritomb,77,64,77,49,60,66,6,Rare,False,Sun & Moon,2.52,Dark
Machamp,64,62,86,67,55,58,6,Uncommon,False,Ultra Prism,0.33,Fighting
Psyduck,66,53,68,48,63,70,1,Uncommon,False,Team Rocket,1.11,Water
Clefairy,59,45,54,64,60,95,8,Uncommon,False,Paldea Evolved,0.58,Fairy
Magcargo GX,33,67,55,34,48,45,6,Common,True,Forbidden Light,0.74,Fire
Clefable GX,71,42,55,71,78,72,5,Uncommon,True,Phantom Forces,0.69,Fairy
Kricketune,91,44,82,44,67,77,6,Rare,False,Forbidden Light,2.21,Bug
Gible,54,66,51,69,27,18,5,Common,False,Phantom Forces,0.45,Ground
Honchkrow GX,54,52,56,60,56,63,4,Uncommon,True,Diamond & Pearl,0.94,Dark
Cradily,53,52,51,54,36,62,1,Common,False,Neo Genesis,0.32,Rock
Spheal,32,65,44,48,42,57,7,Common,False,Sword & Shield,0.14,Water
Servine,122,45,55,83,60,75,8,Rare,False,151,1.58,Grass
Conkeldurr,48,49,71,56,35,54,6,Common,False,Guardians Rising,0.35,Fighting
Scyther,79,30,51,49,51,51,2,Common,False,Aquapolis,0.49,Bug
Turtwig,58,48,42,46,59,70,3,Uncommon,False,EX FireRed & LeafGreen,0.85,Grass
Pidgeot,79,70,64,56,75,61,5,Rare,False,Primal Clash,3.65,Normal
Crobat,31,56,53,49,52,59,8,Common,False,Paldean Fates,0.47,Poison
Luxray,101,74,75,48,72,59,5,Rare,False,Primal Clash,1.5,Electric
Slowbro,89,38,49,69,79,95,1,Rare,False,Jungle,1.44,Psychic
Latios,49,65,88,69,61,51,5,Uncommon,False,Phantom Forces,0.48,Dragon
Zweilous,76,61,57,66,90,60,1,Rare,False,Team Rocket,1.6,Dark
Dwebble,48,43,51,71,28,55,9,Common,False,Shrouded Fable,0.13,Rock
Rhydon,187,102,132,148,98,115,2,Rare Holo GX,True,Expedition,68.78,Rock
Tepig,59,72,45,43,77,38,4,Uncommon,False,Secret Wonders,0.37,Fire
Suicune,147,61,54,96,58,90,3,Rare Holo,False,EX Emerald,7.94,Water
Tentacruel,98,72,69,77,109,68,7,Rare Holo,False,Vivid Voltage,5.75,Poison
Zekrom,83,60,90,56,78,56,6,Rare Holo,False,Guardians Rising,1.66,Electric
Blaziken,98,107,66,30,63,74,1,Rare,False,Gym Challenge,2.42,Fire
Blaziken,54,76,61,59,52,43,6,Uncommon,False,Sun & Moon,0.33,Fire
Ariados,36,29,64,39,42,41,7,Common,False,Darkness Ablaze,0.15,Poison
Stunky,61,45,57,70,59,56,6,Uncommon,False,Ultra Prism,0.45,Poison
Psyduck,79,40,55,80,40,77,3,Uncommon,False,Ruby & Sapphire,0.71,Water
Bellsprout V,54,66,59,53,63,72,1,Uncommon,True,Team Rocket,0.7,Grass
Hitmontop,58,41,60,69,42,21,3,Common,False,EX FireRed & LeafGreen,0.27,Fighting
Muk,80,61,67,66,64,62,7,Rare,False,Darkness Ablaze,0.77,Poison
Articuno,69,41,50,22,69,23,6,Common,False,Sun & Moon,0.19,Flying
Zekrom GX,38,50,49,57,50,46,4,Common,True,Secret Wonders,0.58,Dragon
Murkrow,69,41,50,26,53,58,3,Common,False,Sandstorm,0.2,Flying
Treecko,69,52,63,64,83,62,1,Rare,False,Jungle,3.75,Grass
Bastiodon EX,65,43,46,75,37,59,5,Common,True,Ancient Origins,0.4,Rock
Flareon EX,39,40,39,34,36,37,3,Common,True,Ruby & Sapphire,0.46,Fire
Numel,208,140,85,83,92,95,9,Rare Ultra,True,Twilight Masquerade,195.08,Fire
Sneasel,82,78,83,56,56,73,6,Rare,False,Sun & Moon,1.86,Dark
Pidgeotto,90,53,69,58,70,48,4,Uncommon,False,Majestic Dawn,0.62,Normal
Bisharp,113,62,47,98,68,96,1,Rare,False,Neo Genesis,2.4,Steel
Metapod,83,51,43,53,68,49,1,Uncommon,False,Team Rocket,0.65,Bug
Walrein,38,55,37,64,38,57,6,Common,False,Burning Shadows,0.11,Water
Azumarill,31,26,49,49,30,61,2,Common,False,Legendary Collection,0.26,Water
Skarmory,66,52,59,50,32,43,1,Uncommon,False,Gym Challenge,0.61,Flying
Joltik,146,71,99,64,92,70,2,Rare Holo EX,False,Aquapolis,53.84,Electric
Incineroar V,64,72,39,34,57,51,1,Common,True,Team Rocket,0.6,Fire
Arcanine,67,79,61,47,55,46,7,Uncommon,False,Chilling Reign,0.59,Fire
Lickitung,175,96,93,92,90,103,2,Rare Holo EX,True,Neo Destiny,28.03,Normal
Tentacool,30,52,50,45,48,55,1,Common,False,Gym Heroes,0.3,Water
Musharna,67,19,49,46,56,71,1,Common,False,Base Set,0.44,Psychic
Venomoth,87,59,59,52,47,77,1,Uncommon,True,Gym Heroes,0.98,Poison
Wailord,103,77,72,77,82,81,5,Rare Holo,False,XY Base,4.57,Water
Lunatone,106,51,53,58,79,89,2,Rare,False,Neo Revelation,2.25,Psychic
Gengar,64,50,65,60,84,58,1,Uncommon,False,Gym Challenge,0.76,Ghost
Torchic,56,47,47,39,29,34,5,Common,False,Roaring Skies,0.11,Fire
Giratina GX,78,39,45,39,65,57,8,Uncommon,True,151,0.48,Ghost
Chimecho V,85,38,32,65,83,77,8,Uncommon,True,Scarlet & Violet,1.46,Psychic
Croconaw,84,46,67,79,45,70,8,Uncommon,False,151,0.31,Water
Steelix GX,58,72,40,91,57,63,3,Uncommon,True,EX FireRed & LeafGreen,1.03,Steel
Clobbopus,76,59,57,66,55,41,5,Uncommon,False,Flashfire,0.53,Fighting
Dhelmise,63,43,41,52,47,56,2,Common,False,Skyridge,0.24,Ghost
Charmander,49,39,53,34,35,39,7,Common,False,Rebel Clash,0.32,Fire
Piplup,74,42,46,51,41,72,1,Common,False,Team Rocket,0.54,Water
Meditite,127,53,59,77,95,80,7,Rare Holo,False,Rebel Clash,12.93,Psychic
Electrike,72,43,64,38,38,40,5,Common,False,Flashfire,0.22,Electric
Girafarig,89,34,66,61,70,69,4,Uncommon,False,Legends Awakened,0.49,Psychic
Rampardos,57,80,95,98,53,67,2,Rare,False,Legendary Collection,2.18,Rock
Gothita,87,88,42,52,102,77,6,Rare,False,Forbidden Light,1.68,Psychic
Lunatone,99,45,32,57,97,85,3,Rare,False,Sandstorm,1.79,Psychic
Infernape,68,88,38,43,61,55,2,Uncommon,False,Skyridge,0.4,Fire
Blaziken,93,68,41,38,74,58,4,Uncommon,False,Great Encounters,0.56,Fire
Farfetchd,77,59,56,45,32,48,7,Uncommon,False,Darkness Ablaze,1.32,Flying
Pidgey,73,41,63,26,56,40,1,Uncommon,False,Neo Genesis,0.12,Flying
Zeraora,192,82,140,94,120,109,6,Secret Rare,True,Sun & Moon,378.83,Electric
Chimchar,88,76,45,26,39,54,2,Uncommon,False,Neo Destiny,0.37,Fire
Abra,84,79,61,81,108,91,1,Rare Holo,False,Neo Genesis,4.96,Psychic
Snivy,164,98,101,107,116,100,1,Rare Holo GX,True,Team Rocket,13.78,Grass
Poliwhirl,100,51,47,69,66,89,1,Rare,False,Neo Genesis,1.08,Water
Makuhita,75,55,69,62,58,45,5,Uncommon,False,Primal Clash,0.44,Fighting
Magnemite,54,59,51,84,41,77,4,Uncommon,False,Legends Awakened,1.14,Steel
Infernape,107,81,61,53,75,62,2,Rare Holo,False,Neo Revelation,5.24,Fire
Flygon,84,85,75,92,57,64,4,Rare,False,Great Encounters,1.63,Ground
Wailord,94,79,61,92,46,82,1,Rare Holo,False,Team Rocket,6.95,Water
Xatu,50,50,47,47,73,74,2,Common,False,Neo Destiny,0.29,Psychic
Pidgey,58,45,40,43,60,40,3,Uncommon,False,Dragon,0.43,Flying
Uxie,34,23,32,56,79,52,5,Common,False,Primal Clash,0.12,Psychic
Sealeo,126,63,55,97,63,78,7,Rare,False,Vivid Voltage,1.29,Ice
Zygarde,52,51,64,55,58,40,1,Common,False,Neo Genesis,0.14,Dragon
Yamask,57,43,67,51,68,61,7,Uncommon,False,Battle Styles,0.48,Ghost
Hawlucha,113,67,92,103,59,69,5,Rare Holo,False,Primal Clash,8.76,Fighting
Mr. Mime,56,69,36,51,61,81,2,Uncommon,False,Legendary Collection,0.58,Fairy
Bellsprout,100,63,86,61,83,93,4,Rare Holo,False,Mysterious Treasures,6.32,Poison
Hariyama,178,96,122,82,80,77,6,Rare Holo EX,True,Guardians Rising,194.45,Fighting
Slowbro EX,115,52,79,97,63,84,6,Rare Holo,True,Forbidden Light,24.2,Water
Rotom,91,60,86,50,66,52,4,Rare,False,Secret Wonders,1.38,Electric
Krookodile,63,49,57,60,58,54,1,Uncommon,False,Neo Discovery,0.91,Dark
Furret,85,68,70,46,77,63,8,Rare,False,151,1.18,Normal
Magnemite,122,85,61,125,47,94,5,Rare Holo,False,Phantom Forces,4.45,Steel
Krokorok,70,54,92,66,73,57,6,Uncommon,False,Sun & Moon,0.61,Dark
Victreebel,65,67,59,68,88,33,7,Rare,True,Battle Styles,5.99,Grass
Bellossom,178,102,123,125,121,88,5,Rare Holo GX,True,Primal Clash,64.88,Grass
Zygarde,43,47,61,69,68,43,5,Common,False,Roaring Skies,0.15,Dragon
Hydreigon,86,69,80,63,60,55,7,Rare,False,Rebel Clash,2.31,Dark
Tropius,98,20,68,58,75,46,2,Rare,False,Neo Destiny,2.0,Flying
Drowzee,199,76,101,115,121,121,2,Rare Holo GX,True,Aquapolis,73.82,Psychic
Tentacool,53,36,26,47,42,70,4,Common,False,Secret Wonders,0.27,Water
Gardevoir EX,73,50,34,54,74,66,7,Uncommon,True,Sword & Shield,1.75,Psychic
Duraludon,186,105,95,156,75,132,6,Rare Holo GX,True,Forbidden Light,65.41,Steel
Fletchinder,49,84,39,28,46,44,7,Common,False,Sword & Shield,0.14,Fire
Gloom,80,57,76,69,85,80,3,Rare,False,Dragon,1.87,Poison
Talonflame EX,63,62,57,33,68,40,3,Uncommon,True,Ruby & Sapphire,0.48,Fire
Donphan,86,35,58,62,37,41,1,Common,False,Base Set 2,0.37,Ground
Deoxys,66,57,40,60,49,78,8,Uncommon,False,Paldea Evolved,0.36,Psychic
Torterra EX,87,48,69,71,66,54,1,Rare,True,Jungle,3.45,Grass
Hawlucha,80,60,89,63,61,57,8,Uncommon,False,151,0.5,Fighting
Totodile,89,56,85,76,67,79,6,Rare Holo,False,Burning Shadows,3.48,Water
Gloom,174,66,107,106,116,107,1,Rare Holo EX,True,Fossil,126.04,Poison
Roserade,73,32,56,56,44,67,1,Uncommon,False,Jungle,0.26,Grass
Abomasnow,182,77,82,112,101,110,8,Rare Holo EX,True,151,66.1,Ice
Mr. Mime,93,41,45,43,83,68,1,Uncommon,False,Neo Discovery,0.59,Psychic
Swampert,71,47,45,76,37,41,8,Uncommon,False,Obsidian Flames,0.56,Water
Sableye,96,62,61,42,74,48,4,Uncommon,False,Secret Wonders,0.33,Ghost
Heliolisk GX,165,95,117,95,72,82,4,Rare Holo EX,True,Legends Awakened,121.24,Electric
Tyrogue,43,54,58,49,30,43,1,Common,False,Base Set 2,0.28,Fighting
Hoothoot,68,37,52,47,49,54,1,Uncommon,False,Base Set,0.56,Flying
Gyarados,44,30,30,51,21,52,6,Common,False,Crimson Invasion,0.27,Water
Butterfree,84,46,58,58,56,60,1,Uncommon,False,Gym Heroes,1.01,Bug
Houndoom,86,68,53,61,39,53,3,Uncommon,False,Ruby & Sapphire,0.41,Dark
Blissey,90,68,84,64,61,67,7,Rare,False,Battle Styles,1.32,Normal
Darumaka,66,96,43,49,53,39,1,Uncommon,False,Neo Discovery,0.33,Fire
Darkrai,188,111,117,95,119,108,3,Rare Holo GX,True,Sandstorm,95.28,Dark
Ledyba,37,28,45,33,52,39,5,Common,False,Roaring Skies,0.08,Bug
Glalie EX,176,99,99,123,108,102,2,Rare Holo GX,True,Legendary Collection,48.82,Ice
Vanillite,59,59,51,59,60,47,3,Uncommon,True,EX FireRed & LeafGreen,0.93,Ice
Medicham,48,54,55,70,42,61,2,Common,False,Skyridge,0.24,Fighting
Braixen,32,80,55,40,49,43,1,Common,False,Fossil,0.22,Fire
Electabuzz,81,45,67,36,81,44,3,Uncommon,False,Team Magma vs Team Aqua,0.62,Electric
Cacturne,127,62,76,86,76,71,8,Rare Holo,False,Paradox Rift,8.13,Grass
Fearow,94,69,75,46,59,57,5,Rare,False,Primal Clash,2.1,Normal
Klefki,60,45,42,51,71,47,1,Common,False,Fossil,0.23,Fairy
Pawniard,195,112,101,169,103,152,2,Rare Ultra,True,Legendary Collection,75.35,Steel
Latios,60,52,35,59,85,83,4,Rare,False,Diamond & Pearl,1.44,Psychic
Vullaby,174,89,131,105,100,90,8,Rare Holo GX,True,Paldean Fates,52.2,Dark
Gastrodon EX,86,53,43,53,27,59,5,Common,True,Phantom Forces,0.35,Water
Mr. Mime,84,48,39,62,77,64,1,Uncommon,False,Gym Heroes,0.42,Fairy
Wingull,46,42,33,73,67,53,5,Uncommon,False,Ancient Origins,0.44,Water
Darumaka,75,59,52,19,41,42,8,Common,False,Scarlet & Violet,0.18,Fire
Ludicolo,49,45,57,57,29,72,1,Common,False,Gym Challenge,0.16,Water
Lombre,70,43,57,59,54,38,6,Common,False,Guardians Rising,0.39,Grass
Froslass,83,60,79,86,68,82,7,Rare,False,Rebel Clash,2.52,Ice
Croconaw,80,63,69,76,63,83,1,Rare,False,Fossil,4.53,Water
Jirachi,45,34,33,39,80,61,7,Common,False,Chilling Reign,0.15,Psychic
Kabutops,66,63,55,68,24,42,3,Common,False,Ruby & Sapphire,0.58,Rock
Litten,81,93,75,46,78,65,3,Rare Holo,False,Ruby & Sapphire,4.39,Fire
Crabrawler GX,86,67,99,73,45,56,8,Rare,True,151,3.59,Fighting
Heracross,84,36,63,41,50,57,6,Uncommon,False,Ultra Prism,0.78,Bug
Raticate,76,46,49,59,46,57,5,Uncommon,False,Roaring Skies,0.77,Normal
Slurpuff,86,48,42,57,77,66,7,Uncommon,False,Chilling Reign,0.57,Fairy
Mew,65,41,54,67,73,82,2,Uncommon,False,Expedition,0.32,Psychic
Jigglypuff,44,44,36,57,63,73,5,Common,False,Phantom Forces,0.25,Fairy
Exeggutor,69,39,51,69,69,58,3,Uncommon,False,EX FireRed & LeafGreen,0.42,Grass
Emolga,69,35,61,47,22,43,3,Common,False,Team Magma vs Team Aqua,0.3,Electric
Aggron,104,59,74,98,77,81,4,Rare Holo,False,Legends Awakened,5.23,Rock
Magnemite,47,70,67,64,54,99,8,Uncommon,False,Paradox Rift,0.35,Steel
Deoxys,81,48,50,63,111,85,5,Rare,False,Ancient Origins,1.81,Psychic
Helioptile,76,42,75,55,46,40,9,Rare,False,Temporal Forces,1.53,Electric
Cherrim,61,53,66,72,72,52,3,Uncommon,False,Team Magma vs Team Aqua,0.27,Grass
Minun,115,59,66,44,63,53,3,Rare,False,Team Magma vs Team Aqua,3.35,Electric
Zubat,54,55,58,10,64,40,6,Uncommon,False,Ultra Prism,0.65,Flying
