name,type,hp,attack,defense,sp_attack,sp_defense,speed,generation,rarity,is_legendary,set_name,price_usd
Wingull,Water,46,20,35,74,46,51,6,Common,False,Forbidden Light,0.49
Flygon,Dragon,112,76,108,73,96,72,6,Rare Holo,False,Crimson Invasion,7.23
Larvitar,Ground,74,75,64,85,44,62,6,Uncommon,False,Crimson Invasion,0.65
Taillow,Flying,54,56,39,36,40,38,6,Common,False,Guardians Rising,0.12
Slowpoke,Psychic,92,46,40,39,105,86,6,Uncommon,False,Guardians Rising,0.54
Pelipper,Flying,113,49,47,47,62,50,6,Rare,False,Burning Shadows,2.95
Zeraora,Electric,108,71,90,62,63,75,6,Rare Holo,False,Sun & Moon,5.72
Dodrio,Flying,66,43,49,47,58,19,6,Common,False,Guardians Rising,0.31
Kangaskhan,Normal,208,91,105,110,97,102,6,Rare Holo GX,True,Forbidden Light,50.99
Axew,Dragon,52,49,63,58,70,52,6,Common,False,Sun & Moon,0.42
Flaaffy,Electric,30,41,52,31,42,46,6,Common,False,Guardians Rising,0.29
Teddiursa,Normal,34,45,37,44,39,30,6,Common,False,Sun & Moon,0.24
Stunky,Poison,78,71,70,77,70,68,6,Rare,False,Forbidden Light,1.99
Blastoise,Water,68,42,57,61,38,70,6,Common,False,Forbidden Light,0.17
Magnezone,Steel,77,59,36,79,54,84,6,Uncommon,False,Crimson Invasion,0.83
Chespin,Grass,47,38,47,48,60,40,6,Common,False,Guardians Rising,0.23
Empoleon,Water,106,50,61,78,57,72,6,Rare,False,Ultra Prism,0.51
Zekrom,Electric,83,50,71,57,65,43,6,Uncommon,False,Guardians Rising,0.4
Dratini,Dragon,119,56,93,43,80,45,6,Uncommon,False,Ultra Prism,0.7
Quilava,Fire,47,50,44,30,29,36,6,Common,False,Guardians Rising,0.14
Helioptile,Electric,82,45,81,33,56,51,6,Uncommon,False,Sun & Moon,0.99
Victreebel,Grass,88,62,32,59,72,62,6,Rare,True,Crimson Invasion,3.12
Emboar GX,Fire,76,78,37,25,54,55,6,Uncommon,True,Sun & Moon,1.69
Rhyhorn,Ground,74,62,67,54,44,53,6,Uncommon,False,Burning Shadows,0.47
Fraxure,Dragon,79,67,84,76,79,64,6,Rare,False,Crimson Invasion,3.15
Luxio,Electric,97,61,86,63,64,62,6,Rare,False,Crimson Invasion,1.1
Lucario,Fighting,68,46,58,45,40,62,6,Common,False,Guardians Rising,0.48
Metang,Steel,57,58,27,47,47,62,6,Common,False,Crimson Invasion,0.19
Alolan Sandslash,Ice,70,30,58,43,47,44,6,Common,False,Guardians Rising,0.22
Klang,Steel,152,101,104,119,79,107,6,Rare Holo EX,True,Crimson Invasion,34.85
Polteageist,Ghost,192,101,86,83,137,101,6,Rare Holo GX,True,Crimson Invasion,40.56
Bayleef,Grass,39,35,69,60,63,29,6,Common,False,Burning Shadows,0.24
Dodrio,Normal,82,64,68,69,52,54,6,Rare,False,Crimson Invasion,1.28
Breloom,Grass,48,39,31,54,59,57,6,Common,False,Forbidden Light,0.12
Sandygast,Ghost,70,42,49,49,66,62,6,Uncommon,False,Burning Shadows,0.31
Magnemite,Electric,58,36,41,49,43,58,6,Uncommon,False,Sun & Moon,0.8
Timburr,Fighting,68,46,78,45,25,56,6,Uncommon,False,Guardians Rising,0.88
Krookodile EX,Dark,65,76,88,44,68,65,6,Rare,True,Guardians Rising,4.03
Luxray,Electric,55,34,66,41,47,50,6,Uncommon,False,Crimson Invasion,0.41
Klang,Steel,69,58,55,100,60,75,6,Uncommon,False,Crimson Invasion,1.06
Gyarados,Water,97,59,48,72,77,73,6,Uncommon,False,Sun & Moon,0.45
Golduck,Water,178,90,99,107,86,115,6,Rare Holo EX,True,Crimson Invasion,61.68
Machamp,Fighting,103,59,101,95,55,78,6,Rare Holo,False,Ultra Prism,10.71
Lairon,Rock,81,56,52,72,42,82,6,Uncommon,False,Ultra Prism,0.46
Marill,Fairy,40,42,20,43,44,55,6,Common,False,Sun & Moon,0.13
Dragonite,Dragon,93,78,85,77,84,85,6,Rare Holo,False,Ultra Prism,3.62
Sylveon,Fairy,65,48,27,29,57,69,6,Common,False,Guardians Rising,0.16
Stufful,Fighting,89,58,108,86,56,71,6,Rare Holo,False,Sun & Moon,7.52
Ivysaur,Grass,110,57,63,45,71,78,6,Rare,False,Burning Shadows,1.44
Kommo-o GX,Dragon,54,32,47,64,59,52,6,Common,True,Ultra Prism,1.08
Pidgeot,Normal,59,39,50,38,33,39,6,Common,False,Forbidden Light,0.21
Honedge,Steel,85,50,43,80,47,82,6,Uncommon,False,Ultra Prism,0.68
Purrloin,Dark,75,42,65,47,67,49,6,Uncommon,False,Guardians Rising,0.37
Clobbopus,Fighting,70,34,44,57,41,46,6,Common,False,Guardians Rising,0.8
Dodrio,Flying,61,30,41,27,51,14,6,Common,False,Forbidden Light,0.2
Spheal,Water,198,105,99,115,87,131,6,Rare Holo GX,True,Forbidden Light,51.57
Luxio,Electric,57,42,70,33,40,27,6,Common,False,Sun & Moon,0.1
Sealeo,Water,30,49,50,55,41,51,6,Common,False,Forbidden Light,0.18
Mienshao,Fighting,51,58,56,43,44,39,6,Common,False,Burning Shadows,0.27
Stufful,Fighting,79,75,80,85,64,55,6,Rare,False,Crimson Invasion,1.25
Electabuzz,Electric,204,79,136,80,112,94,6,Rare Ultra,True,Sun & Moon,142.35
Krokorok,Dark,70,54,92,66,73,57,6,Uncommon,False,Sun & Moon,0.61
Cryogonal,Ice,36,55,46,49,54,40,6,Common,False,Ultra Prism,0.32
Pangoro,Fighting,62,66,77,50,31,45,6,Uncommon,False,Burning Shadows,0.86
Sealeo,Water,167,93,77,109,104,97,6,Rare Holo EX,True,Guardians Rising,96.33
Doublade,Steel,69,72,69,92,57,72,6,Uncommon,False,Guardians Rising,0.3
Magmar,Fire,71,69,49,27,59,38,6,Uncommon,False,Guardians Rising,0.48
Vaporeon,Water,90,72,64,68,51,79,6,Rare,True,Guardians Rising,5.93
Grimer,Poison,184,90,114,105,108,113,6,Rare Holo GX,True,Guardians Rising,125.04
Zorua,Dark,214,109,133,110,121,113,6,Secret Rare,True,Burning Shadows,289.98
Monferno,Fire,72,73,23,28,46,54,6,Uncommon,False,Forbidden Light,2.07
Primeape,Fighting,94,68,75,69,36,62,6,Rare,False,Ultra Prism,2.44
Meditite,Fighting,74,62,75,79,40,74,6,Rare,False,Burning Shadows,1.01
Honchkrow EX,Dark,177,93,110,83,100,83,6,Rare Holo GX,True,Burning Shadows,22.54
Rayquaza,Dragon,40,48,73,44,48,27,6,Common,False,Burning Shadows,0.31
Girafarig,Normal,38,43,47,43,41,44,6,Common,False,Guardians Rising,0.27
Snivy,Grass,44,57,52,38,77,44,6,Uncommon,False,Sun & Moon,0.3
Croconaw,Water,110,84,72,89,79,91,6,Rare Holo,False,Forbidden Light,11.59
Sentret,Normal,73,46,66,38,36,46,6,Common,False,Ultra Prism,0.17
Dedenne,Electric,98,68,63,67,63,76,6,Rare Holo,False,Ultra Prism,3.22
Gastrodon,Water,75,53,68,72,43,82,6,Uncommon,False,Sun & Moon,1.09
Carbink,Fairy,94,81,69,82,104,86,6,Rare Holo,False,Ultra Prism,6.35
Incineroar,Fire,59,64,42,33,51,38,6,Common,False,Guardians Rising,0.15
Primeape,Fighting,41,40,60,54,20,36,6,Common,False,Guardians Rising,0.27
Gyarados,Water,90,49,61,80,46,59,6,Uncommon,False,Forbidden Light,0.61
Litten,Fire,152,138,90,81,77,77,6,Rare Holo EX,True,Guardians Rising,57.95
Jangmo-o V,Dragon,83,73,101,76,87,67,6,Rare,True,Burning Shadows,3.53
Ninjask,Bug,49,29,61,46,45,51,6,Common,False,Crimson Invasion,0.45
Dusclops,Ghost,190,84,89,95,116,109,6,Rare Holo EX,True,Forbidden Light,90.5
Haunter,Ghost,53,35,67,59,74,64,6,Uncommon,False,Crimson Invasion,0.85
Drifloon,Ghost,95,48,66,69,83,76,6,Rare,False,Sun & Moon,1.75
Zoroark,Dark,41,48,61,32,28,30,6,Common,False,Ultra Prism,0.11
Conkeldurr,Fighting,51,55,65,54,23,58,6,Common,False,Ultra Prism,0.21
Wailmer,Water,72,46,58,72,48,57,6,Common,False,Burning Shadows,0.21
Snivy,Grass,52,40,41,59,55,51,6,Uncommon,False,Burning Shadows,0.74
Feebas,Water,74,43,46,58,53,73,6,Uncommon,False,Forbidden Light,0.38
Lotad,Grass,39,42,41,45,53,56,6,Common,False,Guardians Rising,0.62
Talonflame,Fire,59,64,49,19,45,32,6,Common,False,Burning Shadows,0.19
Swampert,Water,30,43,54,64,53,64,6,Common,False,Sun & Moon,0.14
Elekid,Electric,41,64,52,33,60,48,6,Uncommon,False,Sun & Moon,0.61
Pichu,Electric,238,113,134,97,123,96,6,Secret Rare,True,Guardians Rising,735.73
Victini,Fire,45,66,26,26,43,30,6,Common,True,Guardians Rising,0.43
Dragonair,Dragon,73,50,69,57,64,59,6,Uncommon,False,Ultra Prism,0.85
Beldum EX,Steel,50,59,39,71,42,55,6,Common,True,Burning Shadows,0.63
Hawlucha,Fighting,37,42,66,30,57,45,6,Common,False,Ultra Prism,0.14
Bellossom,Grass,79,73,50,79,91,99,6,Rare Holo,False,Ultra Prism,4.14
Zubat,Flying,72,46,46,56,48,45,6,Uncommon,False,Sun & Moon,0.63
Ninetales,Fire,92,114,75,55,67,55,6,Rare,False,Crimson Invasion,1.85
Tepig,Fire,50,56,47,43,47,46,6,Common,False,Crimson Invasion,0.28
Hariyama,Fighting,178,96,122,82,80,77,6,Rare Holo EX,True,Guardians Rising,194.45
Hitmonchan,Fighting,41,67,81,77,47,45,6,Uncommon,False,Sun & Moon,0.51
Slowpoke,Water,79,49,52,53,42,67,6,Uncommon,False,Ultra Prism,0.33
Heracross,Fighting,88,78,90,86,47,46,6,Rare,False,Crimson Invasion,1.26
Pelipper,Water,102,57,67,83,63,72,6,Rare,False,Burning Shadows,1.59
Litwick,Ghost,66,49,45,51,95,41,6,Uncommon,False,Forbidden Light,0.66
Pidgeotto,Flying,54,69,61,52,62,43,6,Uncommon,False,Forbidden Light,0.76
Smeargle,Normal,30,57,53,50,65,44,6,Common,False,Guardians Rising,0.2
Togepi,Fairy,32,57,16,58,57,57,6,Common,False,Crimson Invasion,0.19
Sandslash,Ground,71,57,51,54,40,60,6,Common,False,Guardians Rising,0.26
Zeraora,Electric,192,82,140,94,120,109,6,Secret Rare,True,Sun & Moon,378.83
Elekid,Electric,63,45,58,52,58,43,6,Uncommon,False,Guardians Rising,0.56
Cherrim,Grass,97,72,85,91,71,73,6,Rare Holo,False,Burning Shadows,12.03
Wartortle,Water,42,45,45,57,56,53,6,Uncommon,False,Guardians Rising,0.65
Hydreigon,Dark,61,45,64,53,50,60,6,Common,False,Forbidden Light,0.57
Latias,Psychic,48,26,45,44,58,49,6,Common,False,Guardians Rising,0.44
Sunkern EX,Grass,94,38,63,45,60,69,6,Rare,True,Forbidden Light,2.94
Croconaw,Water,66,71,40,82,43,56,6,Uncommon,False,Crimson Invasion,0.96
Bewear,Fighting,51,47,66,67,35,40,6,Common,False,Sun & Moon,0.15
Ludicolo,Grass,66,50,44,53,44,34,6,Common,False,Burning Shadows,0.26
Oddish,Poison,75,46,54,51,67,69,6,Uncommon,False,Guardians Rising,0.22
Serperior,Grass,92,40,59,72,51,47,6,Uncommon,False,Forbidden Light,0.89
Doublade,Steel,53,41,61,72,39,47,6,Common,False,Forbidden Light,0.27
Graveler,Rock,43,53,49,55,53,55,6,Common,False,Guardians Rising,0.33
Paras,Bug,54,49,61,38,40,26,6,Common,False,Crimson Invasion,0.31
Porygon2,Normal,39,22,55,37,39,32,6,Common,False,Sun & Moon,0.16
Nidoran,Poison,43,53,58,44,50,40,6,Common,False,Sun & Moon,0.18
Monferno,Fire,35,58,52,40,31,58,6,Common,False,Ultra Prism,0.21
Scizor,Steel,70,58,33,79,50,78,6,Uncommon,False,Sun & Moon,0.37
Seedot,Grass,97,63,63,97,106,64,6,Rare Holo,False,Burning Shadows,4.08
Mew,Psychic,80,58,46,38,76,68,6,Uncommon,False,Sun & Moon,0.44
Turtwig,Grass,77,40,68,55,69,66,6,Uncommon,False,Ultra Prism,1.05
Haxorus,Dragon,68,66,70,67,75,70,6,Uncommon,False,Burning Shadows,0.62
Aromatisse,Fairy,55,48,41,50,53,64,6,Common,False,Forbidden Light,0.27
Noctowl,Flying,79,65,38,34,64,56,6,Uncommon,False,Forbidden Light,0.38
Chansey V,Normal,78,56,76,59,42,50,6,Uncommon,True,Guardians Rising,1.58
Poliwhirl,Water,128,63,90,93,75,98,6,Rare Holo,False,Forbidden Light,11.76
Gible,Dragon,55,50,54,52,87,52,6,Uncommon,False,Guardians Rising,0.53
Latios,Dragon,86,62,87,94,93,80,6,Rare Holo,False,Ultra Prism,5.94
Shedinja,Bug,174,58,114,104,74,93,6,Rare Holo EX,True,Forbidden Light,61.55
Baltoy,Ground,82,81,109,83,60,71,6,Rare Holo,False,Guardians Rising,4.53
Pansear,Fire,54,66,27,32,35,44,6,Common,False,Forbidden Light,0.23
Lugia,Psychic,78,47,31,55,91,74,6,Uncommon,False,Ultra Prism,0.42
Kyogre,Water,77,61,59,60,51,71,6,Uncommon,False,Guardians Rising,0.78
Pelipper,Flying,59,45,35,42,62,50,6,Uncommon,False,Guardians Rising,0.23
Gurdurr EX,Fighting,227,107,183,149,105,120,6,Secret Rare,True,Crimson Invasion,264.26
Simisage,Grass,62,38,40,48,69,50,6,Common,False,Sun & Moon,0.45
Wingull,Water,86,67,55,87,69,89,6,Rare Holo,False,Guardians Rising,6.1
Shiinotic,Fairy,65,42,32,43,67,41,6,Common,False,Forbidden Light,0.29
Tyrogue,Fighting,65,60,78,56,41,54,6,Uncommon,False,Sun & Moon,0.58
Dewgong,Ice,86,71,62,91,81,71,6,Rare,False,Crimson Invasion,0.89
Zeraora,Electric,60,50,56,44,72,46,6,Uncommon,False,Burning Shadows,0.8
Eevee,Normal,63,42,47,25,54,59,6,Common,False,Forbidden Light,0.08
Machop,Fighting,88,49,93,63,38,65,6,Rare,False,Sun & Moon,3.02
Zygarde,Dragon,70,64,79,61,81,69,6,Rare,False,Crimson Invasion,1.1
Duraludon,Steel,186,105,95,156,75,132,6,Rare Holo GX,True,Forbidden Light,65.41
Linoone,Normal,86,44,53,48,37,34,6,Uncommon,False,Crimson Invasion,0.25
Emolga,Electric,109,61,89,45,55,55,6,Rare,False,Crimson Invasion,1.92
Bewear,Fighting,45,39,64,59,49,49,6,Common,False,Crimson Invasion,0.35
Quilladin,Grass,32,33,43,53,34,57,6,Common,False,Crimson Invasion,0.21
Houndoom,Fire,103,100,62,60,70,66,6,Rare Holo,False,Burning Shadows,8.21
Nuzleaf,Grass,51,56,40,37,60,52,6,Common,False,Guardians Rising,0.67
Poliwrath,Water,52,52,45,28,52,54,6,Common,False,Forbidden Light,0.27
Aerodactyl,Flying,30,36,35,21,24,31,6,Common,False,Ultra Prism,0.23
Kingdra,Dragon,70,34,75,47,57,57,6,Common,False,Guardians Rising,0.65
Mightyena,Dark,88,38,81,61,58,54,6,Rare,False,Sun & Moon,1.54
Ludicolo,Water,48,56,42,56,47,36,6,Common,False,Ultra Prism,0.09
Sealeo,Ice,74,47,50,79,67,70,6,Uncommon,False,Crimson Invasion,0.7
Haunter,Ghost,56,38,42,34,67,63,6,Common,False,Sun & Moon,0.34
Magnemite,Electric,72,40,57,27,56,38,6,Common,False,Ultra Prism,0.43
Sableye,Ghost,32,23,63,25,64,31,6,Common,False,Guardians Rising,0.18
Girafarig,Normal,94,86,65,56,45,79,6,Rare,False,Guardians Rising,4.05
Omastar,Rock,36,44,81,64,39,46,6,Common,False,Guardians Rising,0.16
Torterra,Grass,101,53,63,50,82,72,6,Rare,False,Burning Shadows,0.97
Spheal,Water,44,18,55,42,58,66,6,Common,False,Crimson Invasion,0.14
Anorith,Rock,61,50,56,52,38,47,6,Common,False,Crimson Invasion,0.48
Girafarig,Normal,82,50,54,55,55,54,6,Uncommon,False,Ultra Prism,0.41
Snorlax,Normal,64,28,71,50,46,64,6,Uncommon,False,Burning Shadows,0.74
Hakamo-o,Dragon,85,68,79,67,65,61,6,Rare,False,Burning Shadows,1.67
Shroomish,Grass,72,53,35,59,44,36,6,Common,False,Burning Shadows,0.28
Quagsire GX,Ground,85,66,92,80,63,60,6,Rare,True,Sun & Moon,3.64
Reshiram,Fire,63,64,31,45,37,50,6,Uncommon,False,Guardians Rising,0.52
Charjabug,Electric,46,31,54,49,55,47,6,Common,False,Forbidden Light,0.37
Gardevoir,Fairy,99,65,76,90,89,95,6,Rare Holo,False,Forbidden Light,14.13
Baltoy V,Psychic,93,27,43,45,48,81,6,Common,True,Guardians Rising,0.35
Roserade,Grass,89,35,58,65,68,64,6,Rare,False,Forbidden Light,5.0
Whismur,Normal,55,50,52,54,44,53,6,Uncommon,False,Ultra Prism,0.26
Hitmontop,Fighting,73,40,93,45,25,52,6,Uncommon,False,Crimson Invasion,0.53
Venonat,Bug,68,43,44,51,40,65,6,Uncommon,True,Sun & Moon,1.0
Exeggutor,Grass,51,39,30,36,44,36,6,Common,False,Sun & Moon,0.17
Vibrava,Dragon,67,57,73,61,54,60,6,Uncommon,True,Burning Shadows,0.94
Palkia,Water,60,51,38,56,48,54,6,Uncommon,False,Sun & Moon,0.42
Latias,Psychic,48,49,17,34,60,60,6,Common,False,Ultra Prism,0.2
Wigglytuff,Normal,92,52,42,57,62,49,6,Rare,False,Forbidden Light,1.44
Tropius,Flying,61,24,69,31,49,36,6,Common,False,Ultra Prism,0.24
Krookodile GX,Dark,88,56,68,52,64,92,6,Rare,True,Guardians Rising,5.06
Alakazam,Psychic,85,55,43,69,97,104,6,Rare,False,Burning Shadows,2.73
Igglybuff,Fairy,97,61,44,71,73,72,6,Rare,False,Forbidden Light,1.38
Ninetales,Fire,87,77,49,48,44,71,6,Uncommon,False,Crimson Invasion,0.2
Machamp,Fighting,84,61,89,72,61,51,6,Rare,False,Ultra Prism,2.04
Weepinbell,Grass,92,55,40,63,70,46,6,Uncommon,False,Sun & Moon,0.38
Jirachi,Psychic,104,36,45,73,116,83,6,Rare,False,Crimson Invasion,2.09
Jigglypuff,Normal,162,103,87,96,107,90,6,Rare Holo GX,True,Crimson Invasion,38.64
Lombre,Water,49,47,38,49,47,69,6,Common,False,Forbidden Light,0.76
Wailord EX,Water,80,54,57,67,50,66,6,Uncommon,True,Sun & Moon,0.9
Darmanitan,Fire,104,81,32,67,83,78,6,Rare Holo,False,Crimson Invasion,9.37
Mamoswine,Ice,53,37,41,51,56,37,6,Common,False,Sun & Moon,0.17
Lampent,Ghost,94,51,58,58,85,64,6,Rare,False,Crimson Invasion,2.13
Aerodactyl EX,Flying,60,37,45,27,51,45,6,Common,True,Ultra Prism,0.23
Lotad,Water,44,64,27,59,32,63,6,Uncommon,False,Guardians Rising,0.25
Darmanitan,Fire,30,40,36,43,35,45,6,Common,False,Burning Shadows,0.35
Ariados,Poison,84,33,55,36,44,63,6,Uncommon,False,Burning Shadows,0.32
Feraligatr,Water,38,37,50,42,37,78,6,Common,False,Guardians Rising,0.16
Wingull,Flying,53,39,61,44,60,37,6,Uncommon,False,Crimson Invasion,0.88
Snubbull,Fairy,83,77,61,79,58,102,6,Rare,False,Sun & Moon,1.79
Snorlax,Normal,198,119,126,105,108,128,6,Secret Rare,True,Ultra Prism,199.02
Lucario,Fighting,30,33,44,62,16,39,6,Common,False,Ultra Prism,0.21
Haunter EX,Ghost,49,30,50,43,68,45,6,Common,True,Ultra Prism,0.74
Sylveon,Fairy,104,66,57,81,80,95,6,Rare Holo,False,Burning Shadows,3.7
Crobat,Poison,174,91,88,84,89,119,6,Rare Holo EX,True,Guardians Rising,127.24
Sinistea,Ghost,104,35,73,58,92,62,6,Rare,False,Burning Shadows,1.84
Bastiodon,Steel,94,98,66,113,66,103,6,Rare Holo,False,Sun & Moon,10.2
Primeape EX,Fighting,30,54,63,53,39,42,6,Common,True,Guardians Rising,0.46
Ampharos,Electric,66,38,51,45,48,35,6,Common,False,Sun & Moon,0.2
Solrock,Psychic,124,49,42,61,105,105,6,Rare Holo,False,Crimson Invasion,5.67
Spearow,Normal,88,54,50,47,62,44,6,Uncommon,False,Ultra Prism,0.51
Cacturne,Dark,30,58,54,48,73,38,6,Common,False,Burning Shadows,0.14
Giratina,Dragon,199,103,121,104,147,117,6,Rare Holo GX,True,Ultra Prism,85.33
Forretress,Bug,52,32,57,42,57,49,6,Common,False,Ultra Prism,0.18
Mandibuzz GX,Dark,99,63,92,69,96,70,6,Rare Holo,True,Crimson Invasion,11.24
Silcoon,Bug,80,50,61,43,47,41,6,Uncommon,False,Ultra Prism,0.33
Mismagius,Ghost,34,27,41,40,79,42,6,Common,False,Guardians Rising,0.2
Deoxys EX,Psychic,67,44,45,50,118,95,6,Rare Holo,True,Sun & Moon,9.62
Ditto,Normal,49,52,49,21,47,41,6,Common,False,Sun & Moon,0.28
Prinplup,Water,72,69,46,68,56,63,6,Uncommon,False,Ultra Prism,0.82
Zekrom,Electric,99,35,66,56,46,59,6,Rare,False,Crimson Invasion,1.27
Throh,Fighting,98,60,94,85,42,68,6,Rare,False,Ultra Prism,0.92
Natu GX,Psychic,73,58,46,71,64,63,6,Uncommon,True,Sun & Moon,0.97
Baltoy,Psychic,43,37,20,60,81,85,6,Uncommon,False,Guardians Rising,0.38
Emboar EX,Fire,63,86,59,44,63,53,6,Rare,True,Ultra Prism,5.59
Drifloon,Ghost,104,45,81,56,67,68,6,Rare,False,Sun & Moon,0.86
Wingull,Water,79,68,56,82,53,84,6,Rare,False,Guardians Rising,2.95
Poochyena,Dark,48,60,56,33,39,43,6,Common,False,Crimson Invasion,0.38
Lombre,Water,99,76,56,71,50,95,6,Rare,False,Guardians Rising,2.77
Lombre,Grass,108,69,77,95,78,65,6,Rare Holo,False,Sun & Moon,3.42
Wartortle,Water,68,67,42,76,49,75,6,Uncommon,False,Ultra Prism,0.98
Nidoqueen,Poison,108,46,71,66,84,47,6,Rare,False,Burning Shadows,4.66
Hoopa,Ghost,55,33,49,42,47,40,6,Common,False,Crimson Invasion,0.68
Skarmory,Steel,104,74,80,124,78,84,6,Rare Holo,False,Crimson Invasion,7.49
Wailord,Water,45,60,41,59,29,65,6,Common,False,Ultra Prism,0.14
Crobat,Flying,50,36,54,39,47,37,6,Common,False,Sun & Moon,0.09
Doduo,Normal,200,109,94,103,112,117,6,Rare Ultra,True,Guardians Rising,141.22
Glaceon,Ice,69,43,74,59,50,51,6,Uncommon,False,Guardians Rising,1.43
Pidgeotto EX,Normal,119,73,68,39,72,58,6,Rare,True,Burning Shadows,3.8
Igglybuff,Fairy,64,67,53,54,72,75,6,Rare,False,Burning Shadows,1.39
Aerodactyl,Rock,96,71,88,117,31,91,6,Rare Holo,False,Forbidden Light,16.76
Polteageist,Ghost,72,37,66,43,70,46,6,Uncommon,False,Guardians Rising,0.93
Hoothoot,Flying,36,44,42,11,57,24,6,Common,False,Sun & Moon,0.49
Crabrawler,Fighting,101,68,68,51,21,52,6,Uncommon,False,Forbidden Light,0.51
Sentret,Normal,87,53,56,44,44,58,6,Uncommon,False,Burning Shadows,0.28
Phanpy,Ground,76,71,76,57,50,59,6,Uncommon,False,Guardians Rising,1.19
Mudkip,Water,72,76,49,58,56,65,6,Uncommon,False,Ultra Prism,1.13
Breloom,Grass,53,37,38,66,64,50,6,Common,False,Guardians Rising,0.56
Latias,Dragon,41,27,57,52,62,46,6,Common,False,Sun & Moon,0.24
Stunky,Poison,54,61,70,50,66,55,6,Uncommon,False,Crimson Invasion,0.3
Miltank,Normal,57,36,53,44,47,58,6,Common,False,Burning Shadows,0.17
Skuntank,Poison,95,63,61,69,64,59,6,Uncommon,False,Ultra Prism,0.32
Nidorina,Poison,125,54,82,58,94,63,6,Rare Holo,False,Forbidden Light,7.03
Latias,Psychic,53,24,21,52,56,59,6,Common,False,Burning Shadows,0.17
Sunflora GX,Grass,91,51,60,66,77,57,6,Rare,True,Burning Shadows,7.38
Mismagius,Ghost,46,40,54,60,68,57,6,Common,False,Forbidden Light,0.1
Walrein,Water,111,69,53,94,64,96,6,Rare Holo,False,Guardians Rising,8.0
Exeggcute,Psychic,93,44,49,79,90,84,6,Rare,False,Ultra Prism,2.14
Murkrow,Dark,104,89,80,76,77,63,6,Rare Holo,False,Guardians Rising,10.84
Gigalith,Rock,108,80,80,99,46,68,6,Rare Holo,False,Guardians Rising,2.38
Hoothoot,Normal,41,73,41,42,54,40,6,Common,False,Sun & Moon,0.24
Chinchou,Electric,74,40,94,42,58,32,6,Uncommon,False,Guardians Rising,0.54
Illumise,Bug,94,45,68,60,48,64,6,Rare,False,Crimson Invasion,2.01
Flaaffy,Electric,121,61,84,53,77,65,6,Rare Holo,False,Burning Shadows,6.19
Golduck,Water,81,50,49,65,36,53,6,Uncommon,False,Crimson Invasion,0.42
Ledian,Bug,125,53,63,65,72,67,6,Rare,False,Burning Shadows,0.97
Golbat,Flying,96,73,82,54,77,49,6,Rare,False,Sun & Moon,1.3
Shellos,Water,186,108,111,168,104,129,6,Rare Ultra,True,Ultra Prism,154.72
Seviper,Poison,78,54,93,70,85,76,6,Rare Holo,False,Ultra Prism,11.22
Mightyena,Dark,52,65,44,59,55,56,6,Common,False,Burning Shadows,0.36
Banette,Ghost,61,46,35,42,75,36,6,Common,False,Crimson Invasion,0.22
Cinderace EX,Fire,64,64,54,27,49,31,6,Common,True,Sun & Moon,0.23
Croconaw,Water,76,54,24,72,40,73,6,Uncommon,False,Guardians Rising,0.39
Helioptile V,Electric,44,31,48,29,60,33,6,Common,True,Ultra Prism,0.54
Sliggoo,Dragon,62,39,44,64,46,54,6,Common,False,Forbidden Light,0.09
Darumaka,Fire,112,89,56,24,58,56,6,Rare Holo,False,Sun & Moon,5.04
Voltorb,Electric,63,52,57,50,59,49,6,Uncommon,True,Guardians Rising,0.93
Slaking,Normal,102,76,73,63,74,77,6,Rare Holo,False,Sun & Moon,4.86
Ninetales,Fire,73,75,48,40,61,72,6,Uncommon,False,Sun & Moon,0.32
Machamp EX,Fighting,89,46,83,98,53,57,6,Rare,True,Crimson Invasion,9.27
Munna,Psychic,59,42,21,60,80,65,6,Common,False,Ultra Prism,1.19
Slurpuff,Fairy,36,44,55,39,67,70,6,Uncommon,False,Burning Shadows,0.58
Gothita,Psychic,38,24,31,51,54,56,6,Uncommon,False,Forbidden Light,0.26
Meltan V,Steel,67,56,50,81,49,69,6,Uncommon,True,Burning Shadows,1.43
Kommo-o EX,Dragon,163,90,129,88,128,107,6,Rare Holo EX,True,Guardians Rising,79.75
Rhyhorn,Rock,48,56,57,57,31,51,6,Common,False,Forbidden Light,0.17
Zekrom,Electric,89,66,80,55,55,68,6,Rare,False,Crimson Invasion,0.9
Deino,Dark,84,68,83,79,83,93,6,Rare Holo,False,Forbidden Light,6.37
Exeggutor EX,Grass,40,59,50,49,61,54,6,Uncommon,True,Ultra Prism,0.82
Mudkip,Water,87,53,56,52,43,77,6,Uncommon,False,Sun & Moon,0.23
Electabuzz EX,Electric,120,56,70,45,64,60,6,Rare Holo,True,Crimson Invasion,10.83
Furret,Normal,62,35,41,54,52,59,6,Uncommon,False,Ultra Prism,0.58
Spiritomb,Ghost,98,33,21,51,91,62,6,Uncommon,False,Guardians Rising,0.82
Bronzor,Steel,225,124,93,151,107,130,6,Rare Ultra,True,Ultra Prism,286.67
Pangoro,Fighting,62,49,78,62,45,52,6,Uncommon,False,Sun & Moon,0.82
Raichu,Electric,84,65,72,46,72,51,6,Rare,False,Sun & Moon,1.31
Azumarill,Fairy,99,59,51,74,75,87,6,Rare,False,Burning Shadows,1.6
Pansear,Fire,108,89,76,53,79,64,6,Rare Holo,False,Burning Shadows,4.23
